m1 m2 chi_1 chi_2 distance inclination ra dec psi phi_c tc
7.085874637245046870e+01 6.242762793066825111e+01 7.830816218652171257e-01 2.438259273552304540e-01 2.595624450506322205e+02 1.635509575286641093e+00 4.894234061044838491e+00 -9.978861994475672903e-01 1.636716258145448855e+00 1.094513486785831935e+00 3.985683813932261010e+00
6.732987845172526420e+01 6.565183290704648300e+01 7.906943098567907890e-01 3.018714635834133242e-01 2.590223377008710486e+02 1.633551979471994153e+00 4.665821133897170903e+00 -9.674979092210796994e-01 1.882607395125153404e+00 1.366650536467070687e+00 3.983904985798924603e+00
7.033072664706018884e+01 6.241258998034081174e+01 5.621642823920955934e-01 3.605517911832801792e-01 2.172558374701667674e+02 1.671896498781708207e+00 5.353571671729146608e+00 -9.654024373000338333e-01 1.283306447768396419e+00 1.475578383905321589e+00 3.989789674761325067e+00
7.069470317241760426e+01 6.232917562716644966e+01 6.019010376655795636e-01 3.348447336734793334e-01 2.239939691879289967e+02 1.609006568889755018e+00 5.525678753156167744e+00 -8.796672188140831627e-01 1.107220552460788543e+00 1.274005766717755117e+00 3.992023388221145996e+00
7.107110568578225696e+01 6.158003805988386858e+01 6.904125370793575689e-01 2.501853970791899084e-01 2.079737303817203156e+02 1.634849696151885023e+00 5.293370124438866675e+00 -1.008344142246784481e+00 1.309136531032588868e+00 1.598203813610179713e+00 3.989099448068926357e+00
7.180181621697845173e+01 6.088165229515670518e+01 4.393422680043324036e-01 3.362854694440085557e-01 1.803058835488383238e+02 1.648939504900030162e+00 4.917894488394793484e+00 -1.085122459118465832e+00 1.685494649858404470e+00 1.505909460862066007e+00 3.986328358498221647e+00
7.206115652064383426e+01 6.056283421251229271e+01 4.817449028016632107e-01 3.536274148540667905e-01 2.969306709680054723e+02 1.640778130628042231e+00 4.611455945796770983e+00 -9.829843608326225279e-01 1.928713902835162086e+00 1.537938930443446095e+00 3.983686701990733159e+00
6.932005764341734277e+01 6.352099590666396978e+01 6.995463842145107636e-01 2.830394673231836355e-01 2.365941250891083030e+02 1.616927617506121351e+00 4.784711538444929246e+00 -9.649575391366479460e-01 1.804105358174844076e+00 1.393638420329165184e+00 3.984740679472715819e+00
7.055600722376705392e+01 6.232902055598407287e+01 6.797104219951649595e-01 3.177846636284329951e-01 2.118959137055550741e+02 1.640651402869726105e+00 4.334287156299086341e+00 -9.167465465822338677e-01 2.224276785939497181e+00 1.444076308934324038e+00 3.981895561593105981e+00
7.240296077632963545e+01 6.048282965444793291e+01 6.207946740833304444e-01 2.756227245666241221e-01 2.382201386450595066e+02 1.652554254868818795e+00 4.927497037482112319e+00 -1.008675934556602094e+00 1.624185702100381601e+00 1.437461841301538756e+00 3.985993084611870074e+00
6.926059224786861535e+01 6.383910568121599027e+01 7.261513015662532933e-01 2.553085889985893808e-01 2.438489576627075053e+02 1.573728901369928712e+00 4.954742220314825474e+00 -1.010242585668436499e+00 1.615789760047276369e+00 1.155501032915963400e+00 3.986234854218384527e+00
6.959559817529779480e+01 6.332571937778266857e+01 5.958345048796930277e-01 3.194517201480531754e-01 2.371600469703860767e+02 1.628909400223018444e+00 4.636052930867418098e+00 -1.005851265037417619e+00 1.908274927185934278e+00 1.330719580519319489e+00 3.984014407952189973e+00
6.903185891664887208e+01 6.374574331452046039e+01 5.844908198809208866e-01 3.354176655898740145e-01 2.227517794391538075e+02 1.634586308023442847e+00 5.079091177672716562e+00 -9.997870664170921406e-01 1.518133006588517908e+00 1.413492739106984031e+00 3.987162346306572402e+00
7.119728762128089272e+01 6.164338264116000943e+01 5.156162247905798912e-01 3.528145137577916590e-01 2.794125393450962633e+02 1.639792486206203659e+00 4.810667147198991245e+00 -9.523623680990040974e-01 1.728826324468727638e+00 1.393791633726808810e+00 3.984817190071662907e+00
7.220214702284434338e+01 6.038094969235674370e+01 5.184393463232269683e-01 3.334098544610146764e-01 2.932222420158041132e+02 1.667236780222103087e+00 4.643441328186945327e+00 -9.510025787880337367e-01 1.853792971812449508e+00 1.601450645478549983e+00 3.983673355524366411e+00
6.988925913604482787e+01 6.307381287095099509e+01 6.815078210045905083e-01 3.038178248525951197e-01 3.260383731532124898e+02 1.591280235738654403e+00 5.194710684435312587e+00 -9.635661027486503993e-01 1.279554614474665897e+00 1.248059354530183240e+00 3.988304279982287870e+00
7.023426035002979972e+01 6.253083471351111911e+01 6.613441484231948886e-01 2.643550096829748730e-01 2.822643965008124951e+02 1.588408695515651337e+00 4.910051920020881866e+00 -1.017537182446871080e+00 1.625375973788218298e+00 1.388956628984583386e+00 3.985819782208770423e+00
6.846242052728970862e+01 6.426042608555469826e+01 7.539222908756176844e-01 2.479042258005044186e-01 2.390851179908012512e+02 1.574156920738973175e+00 5.181960208618888508e+00 -9.716467383633274890e-01 1.419150007520584511e+00 1.440182149523163924e+00 3.988151724772551532e+00
7.115522123731962267e+01 6.190765674094105719e+01 6.409400777259299797e-01 2.963217007349631116e-01 2.478080660753903999e+02 1.548095046670469266e+00 5.205696707381511246e+00 -9.749324112404971210e-01 1.378122601850830131e+00 1.149304764860595851e+00 3.988362739822440606e+00
7.291651612939004679e+01 5.996709176394742258e+01 4.402620955715829676e-01 4.020836759901822988e-01 2.468767277507730853e+02 1.667921953036309635e+00 5.278215084838668858e+00 -9.930551827293917500e-01 1.309899384453927729e+00 1.314478392321338340e+00 3.989041471255828863e+00
7.151208902854405380e+01 6.159373739832601302e+01 6.233758665704668411e-01 3.322031393798977605e-01 2.052470061347744377e+02 1.637698947630138013e+00 4.472654984767124198e+00 -9.536047317093915288e-01 2.103914874954287750e+00 1.285455965289621583e+00 3.982702185758540736e+00
6.948989465643450103e+01 6.359102831013191803e+01 7.058698890204120335e-01 2.747561704291541784e-01 2.628030034253486065e+02 1.572463377249388117e+00 4.685752487564415425e+00 -9.893329870578650986e-01 1.859138463827699317e+00 1.160677962132057095e+00 3.984244208875511006e+00
7.219054191187994718e+01 6.107915370626623996e+01 7.037752001458427165e-01 2.839518020812391574e-01 2.169449409153213821e+02 1.607838264836634723e+00 4.940904129308809623e+00 -9.965484054456020813e-01 1.659910581701077525e+00 1.154042901321846282e+00 3.986054552916399096e+00
7.116334771858286956e+01 6.191475545692132698e+01 6.358191264967546497e-01 2.965656945661394039e-01 2.715529331286784327e+02 1.630020697706146882e+00 4.372200596759770796e+00 -9.021741937179150739e-01 2.130452851570784567e+00 1.294191802714047101e+00 3.981951362532433425e+00
7.446448105867904133e+01 5.849620324191569409e+01 5.031527136333922012e-01 4.161567172246701807e-01 1.795446711826031958e+02 1.688174849420496004e+00 4.797357621396355576e+00 -1.069713467841916010e+00 1.827850561551106923e+00 1.451195299683343487e+00 3.985349467673783952e+00
6.987103474124067759e+01 6.314057936063692011e+01 6.091632736356201727e-01 2.664255622649540634e-01 2.389336914056994488e+02 1.537439335613443925e+00 4.707815697396521948e+00 -9.569808454042966206e-01 1.855400340175835217e+00 1.139820790202543455e+00 3.984225911633243911e+00
7.148867823058090210e+01 6.149463635853582133e+01 6.012134999025365856e-01 3.102834755493504293e-01 2.077768788580513899e+02 1.620247974183112172e+00 4.585553496374277671e+00 -9.795185019274129656e-01 2.005699287322701085e+00 1.306583123724349038e+00 3.983563460207790285e+00
7.213471672998051076e+01 6.065997824810359873e+01 6.997575006922835961e-01 2.635849347474902293e-01 3.242510407300782163e+02 1.747379568269926686e+00 5.031262145367986882e+00 -9.865459382685285439e-01 1.438461824185113924e+00 1.532200900168527724e+00 3.986817806845432965e+00
7.113699247815827675e+01 6.192015319552783126e+01 7.129528973941512415e-01 2.565505550987140504e-01 2.696667913827662346e+02 1.568803146607300691e+00 4.469817774247089481e+00 -9.208298139272333982e-01 2.044348974802460361e+00 1.252489109293303482e+00 3.982483459543025184e+00
6.884607881240457061e+01 6.412139215328527087e+01 6.738908406808354901e-01 3.029306408794477101e-01 2.244780047148709912e+02 1.615827564367206426e+00 5.107013011019550852e+00 -9.989631162509859941e-01 1.488407080444738240e+00 1.282139803567442060e+00 3.987409100913734683e+00
6.906352512423684686e+01 6.396613665543200966e+01 6.106235448468085858e-01 4.021678977032319136e-01 1.886898468710596433e+02 1.628753408223182042e+00 4.234585173029019600e+00 -8.806877145009774921e-01 2.342706558870329747e+00 1.260853357967374633e+00 3.981279094234758897e+00
7.047453779739720403e+01 6.230488790325941295e+01 6.330362079544927800e-01 3.131123904601000874e-01 2.246371850244228767e+02 1.654048540517064625e+00 5.444088356482203572e+00 -9.207476694455893895e-01 1.190892163261913606e+00 1.453294803449040939e+00 3.990892401926896316e+00
7.217001180876734168e+01 6.082612677494361009e+01 5.989918038261065059e-01 3.160132027473923633e-01 2.302930866227019067e+02 1.611805296565188783e+00 4.679832937943509741e+00 -9.771532195450371994e-01 1.885674011460622079e+00 1.291985076547156330e+00 3.984104142330405551e+00
6.926810186414726900e+01 6.355747396020600348e+01 6.894332346870628569e-01 3.121374169546280442e-01 2.778501063835388436e+02 1.598576575044369674e+00 5.142973280544204329e+00 -9.844563874730423159e-01 1.403349939164366900e+00 1.341490381997159531e+00 3.987730316147367393e+00
7.153115856494444813e+01 6.138501999201239556e+01 7.113333887755607376e-01 2.252273375969517377e-01 2.708560690079902429e+02 1.595988793319229826e+00 4.909543430320002955e+00 -9.898264961769205339e-01 1.600545558551978775e+00 1.356649369106700753e+00 3.985812361436350759e+00
7.012897644463554059e+01 6.283147248107468386e+01 6.762744934842404021e-01 2.570656922991846338e-01 2.877537834270293615e+02 1.586656218470551050e+00 4.971621606826257533e+00 -9.899990870753375694e-01 1.539757329087514393e+00 1.242204463602456732e+00 3.986301852760334885e+00
7.177422814299400500e+01 6.098590965577061240e+01 6.370658227134053941e-01 3.472104022568722748e-01 2.195800083978276405e+02 1.689038486626013968e+00 4.804574476695332663e+00 -1.078383918352721071e+00 1.787781310588481665e+00 1.559097084455165483e+00 3.985460666696981402e+00
7.080337549204672598e+01 6.206913389709907136e+01 7.302571016182315411e-01 2.689519472071058570e-01 3.169263845928608134e+02 1.616900806359465870e+00 4.744996349774421418e+00 -9.804064550443292170e-01 1.759195106809927411e+00 1.404609878688115598e+00 3.984497177892873054e+00
7.119072580064089095e+01 6.183657195744259383e+01 5.915648333042599072e-01 3.142257185094407546e-01 2.614004556735138749e+02 1.642254607460043925e+00 5.203573128926842983e+00 -9.824807238430492973e-01 1.339388803364995217e+00 1.243020080945706152e+00 3.988288588214977892e+00
7.201009797989354411e+01 6.077874965709794708e+01 7.071907647003576880e-01 2.482219174030528275e-01 3.680980663283299918e+02 1.651009127197307080e+00 4.780375029014737542e+00 -9.648061042324437286e-01 1.660843901070021777e+00 1.526774617451701399e+00 3.984720754305174140e+00
7.060945981906836266e+01 6.212706580682069557e+01 6.396723937515368386e-01 2.835009580675211804e-01 2.460124012283607158e+02 1.614637116476739020e+00 4.808410272102410232e+00 -9.970662622814618903e-01 1.761141518774945292e+00 1.469775564654264954e+00 3.985035889691713518e+00
7.095671243601900358e+01 6.200248122439117537e+01 5.503933601050513547e-01 3.797368159944805033e-01 1.961013606626425201e+02 1.647473579972453139e+00 4.257849222763555375e+00 -9.046313965430484716e-01 2.322285449246149991e+00 1.394138799691811093e+00 3.981510089259209462e+00
7.090464573428251072e+01 6.190454277944461126e+01 5.707994424524749366e-01 3.147720071376300388e-01 2.662140434912032561e+02 1.620530282823964274e+00 5.161387852436554624e+00 -1.011004891965354702e+00 1.358167208684209148e+00 1.360239620695943952e+00 3.987950970623958646e+00
7.107150868910370889e+01 6.168973307344047896e+01 5.740052257383372325e-01 3.030469504536678071e-01 3.409019922544515566e+02 1.587820699618437414e+00 4.926127833579291959e+00 -1.002072087924509525e+00 1.561063113468086128e+00 1.433272880492089341e+00 3.985982000493520694e+00
6.914551528795219326e+01 6.388445801405863733e+01 7.672815156392298608e-01 2.397038159724990125e-01 2.360449054743922375e+02 1.548401257353844596e+00 5.233410335445608297e+00 -9.501683586524026781e-01 1.351888202183408438e+00 1.207559166148798990e+00 3.988641730010119790e+00
7.023426035002979972e+01 6.253083471351111911e+01 6.613441484231948886e-01 2.643550096829748730e-01 2.822643965008124951e+02 1.588408695515651337e+00 4.910051920020881866e+00 -1.017537182446871080e+00 1.625375973788218298e+00 1.388956628984583386e+00 3.985819782208770423e+00
7.315311028409834648e+01 5.943649166878017098e+01 6.316396959771883868e-01 2.536248833653975132e-01 2.407057336213528913e+02 1.652258589154547819e+00 4.628028770914561107e+00 -9.667077523166234254e-01 1.937302483449636181e+00 1.675185171569092635e+00 3.983727562011381451e+00
6.884575777588138124e+01 6.378113634865917447e+01 5.199964652308073365e-01 2.867256078046253043e-01 3.037628767995861949e+02 1.540541581407295801e+00 4.691362665638076912e+00 -9.854658034039257553e-01 1.840302412195661708e+00 1.479358103286091852e+00 3.984166563958489338e+00
6.885624400519319011e+01 6.397925711923114989e+01 4.940681438772431266e-01 3.433693770995412953e-01 2.051298076292450787e+02 1.619015455605263609e+00 5.301418335274485472e+00 -9.977153188196742351e-01 1.327870857817062378e+00 1.335583018485211992e+00 3.989152666710991557e+00
7.030977043438213059e+01 6.264261099568364699e+01 6.301123391375277327e-01 2.416316241373051010e-01 2.932101784262517299e+02 1.601511719088901664e+00 5.037504141693577964e+00 -1.021801639517320393e+00 1.441956990087692514e+00 1.273098962872129869e+00 3.986927794370104916e+00
6.847963343637988487e+01 6.423395354610559593e+01 6.222647372665128795e-01 3.049832909514399448e-01 3.012531221290261669e+02 1.520340052757418681e+00 4.761096640112134182e+00 -9.742984627505779649e-01 1.744655818188537433e+00 1.375668357847696477e+00 3.984632693314562601e+00
7.059442588560408183e+01 6.251874822031680168e+01 5.805673980348181606e-01 3.537337052973208995e-01 2.800811311048941548e+02 1.659770823481628632e+00 4.803902280726661367e+00 -9.876906165765322321e-01 1.732453461379225068e+00 1.260036517930966049e+00 3.985004293561345001e+00
6.934270307076938877e+01 6.359415386914794510e+01 7.343796700774436470e-01 2.564164458700124438e-01 1.917420893816196781e+02 1.578255877518427441e+00 4.470355036703861806e+00 -9.549419041586446610e-01 2.112597851838155627e+00 1.306662568469769470e+00 3.982747169806142740e+00
7.018619379838982297e+01 6.309468703177415705e+01 7.307748769561049906e-01 2.713462184296000501e-01 2.494296746702618748e+02 1.612023850656031820e+00 5.304269873526702206e+00 -9.554170958468389818e-01 1.272492988572728967e+00 1.075511680105168733e+00 3.989354580015703533e+00
7.035190900100829481e+01 6.268412787016007570e+01 7.134011332878790190e-01 2.441826577526548803e-01 3.346515930288032905e+02 1.515445589047495822e+00 4.630712849922226759e+00 -9.729997964054433179e-01 1.834204477833067948e+00 1.174488634037246904e+00 3.983788458813462441e+00
7.139429354414271245e+01 6.157801795815969115e+01 5.816128266030655691e-01 2.847268347161831525e-01 2.002295883074714595e+02 1.601751649737927163e+00 5.546381659591005153e+00 -8.675660948649918103e-01 1.111918845394942457e+00 1.233093369748111900e+00 3.992427812079925253e+00
7.060853881806730215e+01 6.209940655106712626e+01 6.631456579028391918e-01 3.087816534087893250e-01 2.258938623690928011e+02 1.650481659151453062e+00 5.099048184795861083e+00 -1.013963625846612704e+00 1.511059247606844291e+00 1.565612592495931876e+00 3.987416684439383019e+00
7.208220336704044939e+01 6.093580889753974361e+01 4.613513480721948556e-01 3.738029993962377340e-01 2.213176431552280690e+02 1.603329895562841001e+00 4.794376894552248025e+00 -9.969049042639328562e-01 1.802384417263762195e+00 1.238418911299768110e+00 3.984922104373785690e+00
7.064037051886303686e+01 6.220995451559820566e+01 5.886954033139301101e-01 2.681682030400943106e-01 2.546149897357709904e+02 1.572551879392833918e+00 5.085092686132938411e+00 -9.629938144348362261e-01 1.492884467346732746e+00 1.358921207180580737e+00 3.987250070153356862e+00
